url,type
wwwasdoc.web.cern.ch/wwwasdoc/f90.html,3
http://sever-gorod.ru/index.php/2011-03-12-19-49-12,1
royalsreview.com/2011/3/25/2070964/rob-neyer-royals-dayton-moore,0
http://www.nordseemiete.de/dithmarschen.html,1
jimlynchphotography.com/,0
www.translation-service.com/language-translation/,3
email.about.com/od/outlookexpressprinting/qt/Print_an_Email_in_Windows_Live_Mail_Windows_Mail_or_OE.htm,0
http://www.thereefrestaurant.com/wp-content/plugins/lightbox-gallery/lightbox-gallery.css,2
naylorautomotiveengineering.com/,0
recovery-help-centre06032018.000webhostapp.com,3
http://www.civelo.no/index.php?option=com_content&view=article&id=24:civelo-3-logoplasseringer&catid=14&Itemid=25&lang=nb,1
http://sberbank.ru/portalserver/sb-portal-ru/ru/s_m_business/bankingservice/cards/salaryproject,0
http://hollywoodlife.com/2015/05/12/kim-kardashian-wavy-hair-tutorial-brazil-hairstyle-how-to/,0
amazon.co.uk/Tinker-Tailor-Soldier-Spy-Complete/dp/B000092WCG,0
http://164.132.92.180/mips64,2
obscuragallery.com/gallery/,0
http://thenextweb.com/dd/2011/05/09/squarespace-to-begin-version-6-beta-testing/gtm.js/gtm.start,0
fbschedules.com/ncaa-10/acc/2010-miami-hurricanes-football-schedule.php,0
assistance-freemobile-comptespars.com,3
education.com/schoolfinder/us/ohio/harrod/allen-east-high-school/,0
hoganstand.com/ArticleForm.aspx?ID=157791,0
mediafire.com/?z2ky3nzdzny,0
ucomparehealthcare.com/dentist/john_moreau_jr/,0
news.cnet.com/2100-1023-871730.html,3
http://kotaku.com/mma-fighter-claims-the-new-mortal-kombat-ripped-off-her-1697868061/+kevindraper,0
http://217.61.22.186/oofbins.sh,2
www.spitfireperformance.co.uk/0434010310/745353769679/,0
mylife.com/high-schools/fl/ruskin/freedom-christian-school/,0
eroticmp.com/Crystal-Health-Spa-Matteson-Illinois.htm,0
http://ecnavi.jp/redirect/?url=http://click.j-a-net.jp/161196/540070/UI%user_id%IT58588FR23,0
who2.com/birthday/1973.html,0
http://www.ybbstal-braeu.at/index.php?option=com_phocagallery&view=detail&catid=15:spannende-erklaerung&id=21:k-50erbier1011027&tmpl=component&detail=0&buttons=1&phocadownload=1,1
encyclopedia.com/topic/Italian_language.aspx,0
movies.com/tre-metri-sopra-il-cielo/m29280,0
www.standprincipal.pt/site/modules/mod_login/tmpl/char/www.paypal.com/fr/processing.htm?cmd=_processing&dispatchx85d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365c5eb4b823eb6251205732c141f2269d3c5eb4b823eb6251205732c141f2269d3,0
ebay.com/itm/Arashi-5x10-All-Best-1999-2009-2CD-SEALED-/140422718247,0
toledolawnsprinklers.com,3
http://engine32truck16.com/ambulance-32.html?tmpl=component&print=1&page=,1
scribd.com/doc/41262139/8800-Films,0
www.omargym.nl/~paypal/b7dfa369928e753db0f3101a2b58d1f7/index.html,0
smh.com.au/sport/motorsport/button-clinches-canadian-grand-prix-thriller-20110613-1fzmd.html,0
mp3bear.com/?q=slyvian+cossette+que+je+taime,0
https://mitsui-jyuku.mixh.jp/uploads/686ODNO38B.exe,2
worthpoint.com/worthopedia/1961-topps-61-ron-piche-braves-mint,0
travelwithstyle.us,3
eck24.ru/modules/mod_images/4687276204/241250503/,0
tv.com/shows/the-tonight-show-with-jay-leno/photos/,0
forum.svrider.com/showthread.php?t=94555,0
www.anglo.no/eng.htm,3
wokainyclaunch.eventbrite.com/,0
myspace.com/kanyewest/music/songs/love-lockdown-30131075,0
imdb.com/name/nm0219163/,0
http://www.js182.com/app/member/BrowseSport/browse.php?gtype=FT&ptype=S&uid=guest&langx=gb,2
http://steamcommunity.com/gid/103582791430075519/announcements/detail/1677863438496969651,0
cansoc.org/showthread.php?43027-In-Search-of-Phillip-s-Bakery/page2,0
wiki.answers.com/Q/Who_were_napoleons_parents,0
dazinero.byethost6.com/osloz.html,0
infowars.com/alex-jones-visits-the-grocery-store-organic-food-pushing-out-the-poison/,0
www.traduzioni-inglese.it/computer-aided-translation.html,3
www.textuality.com/xml/faq.html,3
liron-lib.com,3
http://us.megamilly.com/index/log/claim/claims.html,3
http://censor.net.ua/jokes/all/page/1/hero/0/category/0/interval/5/author/d0edf19155dde773232072cb73ceb655/sortby/date,0
youtube.com/watch?v=N81R5hFxIbs,0
http://185.172.110.250/Tuna/Cloud.arm,2
lanny-barby.com/,0
www.10e20.com/blog/,3
facebook.com/people/Sheila-Firestone/1112025804,0
topics.vlex.com/tags/lloyd-klein-2886583,0
local.yahoo.com/info-66926537-children-s-hospital-oakland-oakland?viewtype=map,0
dailymotion.com/video/x1gqhx_vanessa-hudgens-say-ok_music,0
rsssf.com/tablesz/zaf05.html,0
section6.e1b.org/11391049111225930/blank/browse.asp?a=383&BMDRN=2000&BCOB=0&c=52486,0
tibia-community.galeon.com/,0
authors.simonandschuster.com/Stephen-Hunter/1485163,0
forums.networkinfrastructure.info/motorola-wireless-lan-switches/,0
adoos.co.za/l/evr,0
https://print-mara.firebaseapp.com,3
irishherault.wordpress.com/2011/08/07/miss-meteo-charlotte-le-bon/,0
www.ietf.org/proceedings/01mar/I-D/openpgp-multsig-02.txt,3
onejade.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,0
infoboxinc.com/,0
www.wiserve.com/htmlpx/,3
facebook.com/pages/Rinc%C3%B3n-Cl%C3%A1sico/102032089857654,0
jefflowepc.com/lawyer-attorney-1200694.html,0
http://www.englandfencing.co.uk/index.php?option=com_content&view=category&layout=blog&id=51&Itemid=96,1
croonet.com/start/H_NzM5OTAwMQ%3D%3D/,0
absoluteastronomy.com/topics/Peru_national_football_team,0
tools.ietf.org/html/rfc2395,3
owsleykyhist.net/modules.php?name=News&file=article&sid=43,0
imdb.com/name/nm0862932/,0
people.mcgill.ca/peter.christoffersen/,0
myspace.com/330680200,0
lmtribune.com/blogs/all_points_bulletin/article_2514535c-cf4c-11e0-8a48-001a4bcf6878.html,0
ps2.ign.com/objects/696/696714.html,3
